Facility,Calendar Year,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,Total Operations
GYR,2011,147,313,"53,174","4,228","57,862","79,391","1,353","80,744","138,606"
GYR,2012,136,486,"55,930","4,258","60,810","81,757","1,605","83,362","144,172"
GYR,2013,176,725,"50,274","2,961","54,136","65,593",926,"66,519","120,655"
GYR,2014,234,"3,930","31,729","3,060","38,953","43,625",938,"44,563","83,516"
GYR,2015,170,"6,432","35,552","3,665","45,819","64,571",940,"65,511","111,330"
Sub-Total for GYR,,"2,201","28,870","697,541","49,001","777,613","854,542","22,020","876,562","1,654,175"
GYY,2004,"1,346","1,256","21,101",754,"24,457","21,188","1,012","22,200","46,657"
GYY,2005,749,"1,577","20,412",562,"23,300","21,673",768,"22,441","45,741"
GYY,2006,305,"1,462","19,924",798,"22,489","16,787","1,086","17,873","40,362"
GYY,2007,658,"1,869","18,768",649,"21,944","12,133","1,524","13,657","35,601"
GYY,2008,513,"1,148","16,670",685,"19,016","9,566",912,"10,478","29,494"
GYY,2009,422,"1,060","17,361","1,136","19,979","14,230","2,202","16,432","36,411"
GYY,2010,408,"1,116","16,236","1,486","19,246","11,366","2,928","14,294","33,540"
GYY,2011,510,"1,064","15,012","1,159","17,745","9,226","1,266","10,492","28,237"
GYY,2012,784,"1,504","15,164","1,298","18,750","8,202","1,800","10,002","28,752"
GYY,2013,556,896,"13,778",497,"15,727","5,993",492,"6,485","22,212"
GYY,2014,560,"1,127","14,195",819,"16,701","4,660",867,"5,527","22,228"
GYY,2015,499,"1,259","15,449",919,"18,126","6,047","1,055","7,102","25,228"
Sub-Total for GYY,,"7,310","15,338","204,070","10,762","237,480","141,071","15,912","156,983","394,463"
HEF,2004,0,"6,245","92,871",313,"99,429","36,531",150,"36,681","136,110"
HEF,2005,0,"6,836","73,702",257,"80,795","44,642",156,"44,798","125,593"
HEF,2006,0,"7,263","54,050",287,"61,600","59,810",52,"59,862","121,462"
HEF,2007,8,"4,794","46,743",214,"51,759","54,880",40,"54,920","106,679"
HEF,2008,139,"3,742","48,517",204,"52,602","61,033",10,"61,043","113,645"
HEF,2009,128,"5,220","44,558",290,"50,196","64,861",16,"64,877","115,073"
HEF,2010,73,"6,613","40,532",588,"47,806","44,472",116,"44,588","92,394"
HEF,2011,91,"7,432","39,586",244,"47,353","37,465",79,"37,544","84,897"
HEF,2012,19,"7,590","35,794",355,"43,758","42,645",68,"42,713","86,471"
HEF,2013,6,"8,791","32,177",357,"41,331","38,987",103,"39,090","80,421"
HEF,2014,5,"10,915","33,762",757,"45,439","36,345",346,"36,691","82,130"
HEF,2015,10,"9,713","33,202",677,"43,602","34,893",250,"35,143","78,745"
Sub-Total for HEF,,479,"85,154","575,494","4,543","665,670","556,564","1,386","557,950","1,223,620"
HFD,2004,0,"3,663","53,829",237,"57,729","43,634",88,"43,722","101,451"
HFD,2005,7,"5,346","53,848",175,"59,376","42,032",242,"42,274","101,650"
HFD,2006,0,"5,513","40,264",143,"45,920","34,076",174,"34,250","80,170"
HFD,2007,19,"5,806","43,432",125,"49,382","37,212",167,"37,379","86,761"
HFD,2008,20,"5,485","35,758",236,"41,499","37,827",156,"37,983","79,482"
HFD,2009,0,"4,885","36,393",58,"41,336","39,480",190,"39,670","81,006"
HFD,2010,17,"4,221","34,563",51,"38,852","32,124",54,"32,178","71,030"
HFD,2011,0,"3,815","31,754",48,"35,617","27,875",56,"27,931","63,548"
HFD,2012,0,"2,679","33,463",53,"36,195","32,148",176,"32,324","68,519"
HFD,2013,0,"1,769","30,666",41,"32,476","23,358",80,"23,438","55,914"
HFD,2014,0,925,"32,685",62,"33,672","25,062",225,"25,287","58,959"
HFD,2015,0,484,"30,300",134,"30,918","20,889",484,"21,373","52,291"
Sub-Total for HFD,,63,"44,591","456,955","1,363","502,972","395,717","2,092","397,809","900,781"
HGR,2004,0,"3,128","28,839","2,723","34,690","11,508","2,076","13,584","48,274"
HGR,2005,0,"3,224","28,749","2,610","34,583","14,556","2,326","16,882","51,465"
HGR,2006,0,"4,500","26,366","3,028","33,894","13,762","1,666","15,428","49,322"
HGR,2007,0,"3,210","23,739","3,038","29,987","12,036","1,658","13,694","43,681"
HGR,2008,25,"2,131","26,363","2,946","31,465","14,364","2,299","16,663","48,128"
HGR,2009,158,"3,596","22,510","6,507","32,771","14,672","4,752","19,424","52,195"
HGR,2010,122,"4,298","21,070","4,563","30,053","12,266","2,528","14,794","44,847"
HGR,2011,52,"4,574","21,301","4,710","30,637","17,313","2,374","19,687","50,324"
HGR,2012,132,"4,341","22,881","6,975","34,329","18,644","3,305","21,949","56,278"
HGR,2013,175,"5,544","22,928","6,995","35,642","18,747","2,374","21,121","56,763"
HGR,2014,184,"4,903","21,475","5,729","32,291","20,749","1,556","22,305","54,596"
HGR,2015,344,"3,886","19,803","5,796","29,829","18,171","1,902","20,073","49,902"
Sub-Total for HGR,,"1,192","47,335","286,024","55,620","390,171","186,788","28,816","215,604","605,775"
HHR,2004,1,"1,542","43,189",576,"45,308","31,890",66,"31,956","77,264"
HHR,2005,1,"1,215","40,090",515,"41,821","29,014",18,"29,032","70,853"
HHR,2006,6,958,"38,701",499,"40,164","24,901",10,"24,911","65,075"
HHR,2007,0,517,"35,919",519,"36,955","25,507",0,"25,507","62,462"
HHR,2008,2,718,"38,946",356,"40,022","19,625",30,"19,655","59,677"
HHR,2009,0,"1,049","33,645",377,"35,071","16,349",60,"16,409","51,480"
HHR,2010,3,938,"35,150",169,"36,260","21,345",25,"21,370","57,630"
HHR,2011,1,"1,289","39,239",156,"40,685","34,366",0,"34,366","75,051"
HHR,2012,0,"1,580","39,942",386,"41,908","31,098",38,"31,136","73,044"
HHR,2013,3,"3,215","40,476",348,"44,042","35,208",33,"35,241","79,283"
HHR,2014,53,"6,636","47,004",735,"54,428","36,514",2,"36,516","90,944"
HHR,2015,123,"12,406","55,082",784,"68,395","35,754",62,"35,816","104,211"
Sub-Total for HHR,,193,"32,063","487,383","5,420","525,059","341,571",344,"341,915","866,974"
HIO,2004,0,"8,287","72,444",834,"81,565","111,250",18,"111,268","192,833"
HIO,2005,0,"9,689","68,940",227,"78,856","140,311",60,"140,371","219,227"
HIO,2006,0,"8,773","65,008",262,"74,043","137,421",29,"137,450","211,493"
HIO,2007,3,"6,571","69,755",219,"76,548","162,032",25,"162,057","238,605"
HIO,2008,0,"7,615","76,256",268,"84,139","176,791",27,"176,818","260,957"
HIO,2009,0,"5,749","68,724",295,"74,768","147,478",25,"147,503","222,271"
HIO,2010,0,"5,738","63,619",176,"69,533","149,579","1,101","150,680","220,213"
HIO,2011,4,"6,235","69,770",330,"76,339","137,822",82,"137,904","214,243"
HIO,2012,16,"6,283","68,696",383,"75,378","127,555",34,"127,589","202,967"
HIO,2013,5,"3,884","70,187",376,"74,452","141,387",22,"141,409","215,861"
HIO,2014,14,"4,322","76,453",236,"81,025","140,889",18,"140,907","221,932"
HIO,2015,35,"4,405","71,144",367,"75,951","110,446",5,"110,451","186,402"
Sub-Total for HIO,,77,"77,551","840,996","3,973","922,597","1,682,961","1,446","1,684,407","2,607,004"
HKS,2004,0,"4,430","21,307","2,193","27,930","30,501","1,566","32,067","59,997"
HKS,2005,0,"3,751","23,258","2,738","29,747","22,961","2,240","25,201","54,948"
HKS,2006,0,"3,050","21,658","2,828","27,536","23,039","6,744","29,783","57,319"
HKS,2007,0,"2,679","18,139","1,387","22,205","17,667","1,987","19,654","41,859"
HKS,2008,1,"1,628","15,046","1,825","18,500","15,709","1,912","17,621","36,121"
HKS,2009,0,"1,276","15,134","2,044","18,454","15,032","3,591","18,623","37,077"
HKS,2010,2,"1,166","13,936","2,224","17,328","13,711","3,416","17,127","34,455"
HKS,2011,0,"1,267","12,972","1,146","15,385","13,846","2,024","15,870","31,255"
HKS,2012,5,"1,741","11,982","1,774","15,502","11,036","4,938","15,974","31,476"
HKS,2013,10,"1,592","10,151","2,414","14,167","8,146","7,594","15,740","29,907"
HKS,2014,4,"1,359","10,298","2,916","14,577","10,029","8,195","18,224","32,801"
HKS,2015,0,"1,534","9,780","2,328","13,642","8,046","6,603","14,649","28,291"
Sub-Total for HKS,,22,"25,473","183,661","25,817","234,973","189,723","50,810","240,533","475,506"
HKY,2004,3,722,"23,851",393,"24,969","9,659",89,"9,748","34,717"
HKY,2005,6,"1,614","23,495",191,"25,306","11,256",116,"11,372","36,678"
HKY,2006,4,"1,383","21,527",442,"23,356","12,194",254,"12,448","35,804"
HKY,2007,0,"2,275","22,675",608,"25,558","11,923",135,"12,058","37,616"
HKY,2008,2,"1,593","21,593",687,"23,875","10,989",76,"11,065","34,940"
HKY,2009,2,848,"19,292",359,"20,501","9,854",24,"9,878","30,379"
HKY,2010,320,970,"19,709",383,"21,382","11,426",77,"11,503","32,885"
HKY,2011,8,"1,710","16,886",405,"19,009","12,255",100,"12,355","31,364"
HKY,2012,8,"1,846","17,448",744,"20,046","14,461",196,"14,657","34,703"
HKY,2013,0,"2,662","14,718",656,"18,036","11,072",253,"11,325","29,361"
HKY,2014,9,"4,133","11,410",900,"16,452","8,849",206,"9,055","25,507"
HKY,2015,18,"4,334","10,882",693,"15,927","5,507",146,"5,653","21,580"
Sub-Total for HKY,,380,"24,090","223,486","6,461","254,417","129,445","1,672","131,117","385,534"
HLG,2004,2,"1,169","13,798","3,601","18,570","15,615","9,115","24,730","43,300"
HLG,2005,7,"1,402","13,947","3,190","18,546","17,176","8,504","25,680","44,226"
HLG,2006,2,"1,518","14,898","2,586","19,004","21,566","5,039","26,605","45,609"
HLG,2007,0,"1,468","14,725","1,478","17,671","20,259","1,120","21,379","39,050"
HLG,2008,0,"1,875","13,238","2,962","18,075","22,710","9,172","31,882","49,957"
HLG,2009,0,"1,488","12,820","2,830","17,138","19,955","9,476","29,431","46,569"
HLG,2010,4,"1,317","14,017","3,012","18,350","15,710","11,715","27,425","45,775"
HLG,2011,0,"1,580","15,861","2,164","19,605","19,100","2,616","21,716","41,321"
HLG,2012,8,"1,980","15,000","2,752","19,740","11,396","8,030","19,426","39,166"
HLG,2013,0,"1,799","7,813","2,960","12,572","2,556","9,340","11,896","24,468"
HLG,2014,4,"1,836","6,640","2,560","11,040","2,636","10,340","12,976","24,016"
HLG,2015,0,"1,758","7,261","3,055","12,074","2,216","8,722","10,938","23,012"
Sub-Total for HLG,,27,"19,190","150,018","33,150","202,385","170,895","93,189","264,084","466,469"
HLN,2004,"2,129","14,001","17,919","2,912","36,961","15,177","2,690","17,867","54,828"
HLN,2005,"1,307","14,251","17,662","1,852","35,072","17,494","2,123","19,617","54,689"
HLN,2006,"1,316","12,047","18,072","3,888","35,323","15,678","4,712","20,390","55,713"
HLN,2007,"1,253","10,842","21,055","3,713","36,863","27,307","3,592","30,899","67,762"
HLN,2008,"1,781","7,507","17,196","4,660","31,144","16,582","3,968","20,550","51,694"
HLN,2009,"2,511","6,496","17,187","3,797","29,991","17,448","2,818","20,266","50,257"
HLN,2010,"2,354","5,477","15,678","4,317","27,826","13,550","3,588","17,138","44,964"
HLN,2011,"2,044","5,776","15,994","3,391","27,205","13,448","2,692","16,140","43,345"
HLN,2012,"2,005","6,024","14,246","3,211","25,486","11,713","1,646","13,359","38,845"
HLN,2013,"1,683","4,742","13,394","2,687","22,506","14,876","1,480","16,356","38,862"
HLN,2014,"1,742","4,697","12,103","3,082","21,624","14,150","1,856","16,006","37,630"
HLN,2015,"1,572","5,414","12,944","3,585","23,515","13,555","1,819","15,374","38,889"
Sub-Total for HLN,,"21,697","97,274","193,450","41,095","353,516","190,978","32,984","223,962","577,478"
HND,2004,0,"11,050","32,307",210,"43,567","43,269",22,"43,291","86,858"
HND,2005,0,"9,398","33,384",145,"42,927","37,922",30,"37,952","80,879"
HND,2006,0,"8,718","33,453",151,"42,322","24,142",66,"24,208","66,530"
HND,2007,0,"9,554","39,480",193,"49,227","21,639",253,"21,892","71,119"
HND,2008,13,"10,899","39,402",209,"50,523","10,925",108,"11,033","61,556"
HND,2009,8,"6,732","41,824",179,"48,743","14,960",46,"15,006","63,749"
HND,2010,0,"11,583","43,371",233,"55,187","23,622",32,"23,654","78,841"
HND,2011,0,"16,578","47,812",146,"64,536","28,144",14,"28,158","92,694"
HND,2012,0,"22,349","44,252",307,"66,908","25,081",13,"25,094","92,002"
HND,2013,0,"24,444","41,200",327,"65,971","23,337",14,"23,351","89,322"
HND,2014,0,"27,634","41,612",192,"69,438","23,440",0,"23,440","92,878"
HND,2015,1,"28,550","41,739",296,"70,586","18,258",1,"18,259","88,845"
Sub-Total for HND,,22,"187,489","479,836","2,588","669,935","294,739",599,"295,338","965,273"
HNL,2004,"174,903","57,677","66,439","16,825","315,844","4,155",276,"4,431","320,275"
HNL,2005,"183,510","65,702","64,432","14,669","328,313","2,083",150,"2,233","330,546"
HNL,2006,"187,058","60,747","52,256","14,977","315,038","1,576",99,"1,675","316,713"
HNL,2007,"182,455","64,110","46,243","13,381","306,189",862,61,923,"307,112"
HNL,2008,"153,256","68,714","42,529","16,471","280,970",995,159,"1,154","282,124"
HNL,2009,"153,956","62,953","40,445","16,725","274,079","1,256",152,"1,408","275,487"
HNL,2010,"144,426","58,098","46,904","14,349","263,777","1,176",116,"1,292","265,069"
HNL,2011,"148,826","57,620","43,646","13,995","264,087",588,145,733,"264,820"
HNL,2012,"154,989","64,413","43,711","14,239","277,352",762,49,811,"278,163"
HNL,2013,"153,006","71,543","48,076","13,720","286,345",478,74,552,"286,897"
HNL,2014,"157,299","79,557","52,652","21,171","310,679",827,117,944,"311,623"
HNL,2015,"154,727","88,904","50,491","18,812","312,934",364,50,414,"313,348"
Sub-Total for HNL,,"1,948,411","800,038","597,824","189,334","3,535,607","15,122","1,448","16,570","3,552,177"
HOB,2004,0,"3,002","6,850",200,"10,052","5,224",344,"5,568","15,620"
HOB,2005,0,"2,277","5,082",77,"7,436","3,660",166,"3,826","11,262"
HOB,2006,0,"2,195","4,574",72,"6,841","3,694",155,"3,849","10,690"
HOB,2007,0,"2,237","7,405",80,"9,722","4,006",82,"4,088","13,810"
HOB,2008,0,"2,388","9,403",147,"11,938","5,240",188,"5,428","17,366"
HOB,2009,0,"2,136","10,327",171,"12,634","6,884",390,"7,274","19,908"
HOB,2010,4,"2,190","9,806",280,"12,280","3,991",366,"4,357","16,637"
HOB,2011,2,"1,944","6,332",137,"8,415","2,011",326,"2,337","10,752"
HOB,2012,0,"2,264","5,817",157,"8,238",856,176,"1,032","9,270"
HOB,2013,2,"2,341","5,622",100,"8,065",738,90,828,"8,893"
HOB,2014,0,"2,358","5,153",257,"7,768",511,244,755,"8,523"
HOB,2015,0,"1,979","5,336",399,"7,714","1,196",304,"1,500","9,214"
Sub-Total for HOB,,8,"27,311","81,707","2,077","111,103","38,011","2,831","40,842","151,945"
HOU,2004,"110,935","46,126","86,119",285,"243,465","1,631",6,"1,637","245,102"
HOU,2005,"105,759","51,385","82,159",283,"239,586","2,746",53,"2,799","242,385"
HOU,2006,"104,590","49,963","79,553",229,"234,335","2,612",101,"2,713","237,048"
HOU,2007,"110,151","42,783","80,463",435,"233,832","2,908",2,"2,910","236,742"
HOU,2008,"106,643","31,828","80,156",661,"219,288",722,0,722,"220,010"
HOU,2009,"103,419","27,341","69,059","1,019","200,838",816,0,816,"201,654"
HOU,2010,"99,344","35,468","65,104","1,840","201,756",340,0,340,"202,096"
HOU,2011,"103,780","35,500","57,786","2,770","199,836",26,58,84,"199,920"
HOU,2012,"107,260","34,382","53,451","2,653","197,746",0,0,0,"197,746"
HOU,2013,"112,937","36,433","53,163","2,631","205,164",0,0,0,"205,164"
HOU,2014,"114,829","33,020","54,984","2,375","205,208",0,0,0,"205,208"
HOU,2015,"114,861","27,823","52,077","5,826","200,587",0,0,0,"200,587"
Sub-Total for HOU,,"1,294,508","452,052","814,074","21,007","2,581,641","11,801",220,"12,021","2,593,662"
HPN,2004,"5,909","67,121","103,875",97,"177,002","16,774",6,"16,780","193,782"
HPN,2005,"5,988","65,130","102,282",247,"173,647","20,175",84,"20,259","193,906"
HPN,2006,"8,443","62,544","103,429",139,"174,555","18,424",8,"18,432","192,987"
HPN,2007,"12,471","65,315","105,968",202,"183,956","16,034",6,"16,040","199,996"
HPN,2008,"12,561","57,600","96,631",482,"167,274","12,915",29,"12,944","180,218"
HPN,2009,"14,560","46,447","96,664",153,"157,824","18,590",30,"18,620","176,444"
HPN,2010,"16,922","48,419","103,994",177,"169,512","18,478",31,"18,509","188,021"
HPN,2011,"16,988","47,613","105,927",163,"170,691","24,037",4,"24,041","194,732"
HPN,2012,"16,122","46,084","90,499",157,"152,862","28,793",23,"28,816","181,678"
HPN,2013,"13,781","53,835","76,375",140,"144,131","26,732",0,"26,732","170,863"
HPN,2014,"12,030","52,110","73,465",152,"137,757","14,917",0,"14,917","152,674"
HPN,2015,"13,040","52,760","78,673",161,"144,634","14,862",6,"14,868","159,502"
Sub-Total for HPN,,"148,815","664,978","1,137,782","2,270","1,953,845","230,731",227,"230,958","2,184,803"
HQZ,2014,55,199,"20,993",20,"21,267","39,755",4,"39,759","61,026"
HQZ,2015,0,66,"31,459",35,"31,560","39,205",144,"39,349","70,909"
Sub-Total for HQZ,,55,265,"52,452",55,"52,827","78,960",148,"79,108","131,935"
HRL,2004,"11,113","4,251","11,549","5,083","31,996","3,308","8,468","11,776","43,772"
HRL,2005,"11,702","4,073","11,139","5,178","32,092","4,207","20,566","24,773","56,865"
HRL,2006,"12,065","4,535","10,620","3,514","30,734","4,825","14,969","19,794","50,528"
HRL,2007,"11,565","4,214","10,750","4,355","30,884","3,931","18,204","22,135","53,019"
HRL,2008,"11,496","3,887","11,060","5,228","31,671","4,905","18,365","23,270","54,941"
HRL,2009,"10,658","4,137","10,391","6,497","31,683","3,321","15,707","19,028","50,711"
HRL,2010,"10,260","3,704","10,745","5,870","30,579","6,690","8,617","15,307","45,886"
HRL,2011,"9,670","4,107","11,442","4,238","29,457","13,006","10,877","23,883","53,340"
HRL,2012,"9,050","3,926","10,267","4,615","27,858","7,407","10,635","18,042","45,900"
HRL,2013,"8,989","3,719","9,280","4,425","26,413","9,052","11,201","20,253","46,666"
HRL,2014,"6,656","3,900","8,371","4,277","23,204","6,704","14,330","21,034","44,238"
HRL,2015,"5,977","3,153","9,845","4,750","23,725","6,931","13,788","20,719","44,444"
Sub-Total for HRL,,"119,201","47,606","125,459","58,030","350,296","74,287","165,727","240,014","590,310"
HSA,2007,0,10,"4,254",810,"5,074","2,159","1,383","3,542","8,616"
HSA,2008,33,20,"8,901","2,718","11,672","4,722","4,527","9,249","20,921"
HSA,2009,3,22,"6,313","3,783","10,121","5,285","6,865","12,150","22,271"
HSA,2010,3,45,"9,946","5,059","15,053","5,336","8,131","13,467","28,520"
HSA,2011,1,88,"5,865","4,457","10,411","4,231","7,902","12,133","22,544"
HSA,2012,0,60,"5,615","6,026","11,701","3,977","7,514","11,491","23,192"
HSA,2013,0,92,"4,985","5,808","10,885","3,664","6,623","10,287","21,172"
HSA,2014,2,104,"6,635","5,768","12,509","4,538","7,816","12,354","24,863"
HSA,2015,11,204,"7,684","8,735","16,634","3,974","8,830","12,804","29,438"
Sub-Total for HSA,,53,645,"60,198","43,164","104,060","37,886","59,591","97,477","201,537"
HSV,2004,"6,844","31,690","23,333","7,790","69,657","19,212","16,148","35,360","105,017"
HSV,2005,"6,424","31,310","20,988","7,812","66,534","18,628","16,757","35,385","101,919"
HSV,2006,"6,040","25,815","20,069","8,381","60,305","16,197","18,858","35,055","95,360"
HSV,2007,"7,360","25,244","18,165","9,446","60,215","17,835","17,787","35,622","95,837"
HSV,2008,"10,929","21,736","18,531","8,114","59,310","10,579","12,293","22,872","82,182"
HSV,2009,"9,596","21,209","17,985","10,239","59,029","8,361","14,783","23,144","82,173"
HSV,2010,"11,266","21,450","16,011","12,173","60,900","6,297","14,647","20,944","81,844"
HSV,2011,"11,787","18,804","13,343","12,567","56,501","4,462","13,369","17,831","74,332"
HSV,2012,"10,221","15,947","12,436","11,520","50,124","2,940","12,578","15,518","65,642"
HSV,2013,"9,966","14,467","11,828","9,275","45,536","3,263","11,735","14,998","60,534"
HSV,2014,"10,081","11,284","11,726","9,882","42,973","2,865","13,425","16,290","59,263"
HSV,2015,"9,151","12,544","10,719","10,627","43,041","1,994","13,546","15,540","58,581"
Sub-Total for HSV,,"109,665","251,500","195,134","117,826","674,125","112,633","175,926","288,559","962,684"
HTS,2004,"1,903","8,592","13,732",572,"24,799","16,103",127,"16,230","41,029"
HTS,2005,"1,757","9,045","11,829",449,"23,080","13,698",46,"13,744","36,824"
HTS,2006,"1,546","7,458","12,067",437,"21,508","11,276",246,"11,522","33,030"
HTS,2007,"1,331","8,314","11,643",464,"21,752","7,709",393,"8,102","29,854"
HTS,2008,"1,567","7,514","10,645",597,"20,323","9,404",590,"9,994","30,317"
HTS,2009,"1,704","6,261","6,935",406,"15,306","3,228",367,"3,595","18,901"
HTS,2010,"1,636","5,377","6,429",368,"13,810","2,939",292,"3,231","17,041"
HTS,2011,"1,562","5,269","6,468",460,"13,759","2,352",342,"2,694","16,453"
HTS,2012,"1,492","4,587","6,565",543,"13,187","1,720",255,"1,975","15,162"
HTS,2013,"1,510","3,923","5,965",513,"11,911","2,883",371,"3,254","15,165"
HTS,2014,"1,771","4,139","5,179",493,"11,582","2,393",68,"2,461","14,043"
HTS,2015,"1,961","4,006","4,869",481,"11,317","1,502",266,"1,768","13,085"
Sub-Total for HTS,,"19,740","74,485","102,326","5,783","202,334","75,207","3,363","78,570","280,904"
HUF,2004,96,"1,651","35,610","4,518","41,875","42,640","2,491","45,131","87,006"
HUF,2005,76,"1,267","32,234","3,984","37,561","40,695","2,674","43,369","80,930"
HUF,2006,110,"1,072","28,645","3,494","33,321","33,505","2,189","35,694","69,015"
HUF,2007,252,686,"24,795","2,297","28,030","27,237","1,331","28,568","56,598"
HUF,2008,101,636,"21,884",916,"23,537","27,994",361,"28,355","51,892"
HUF,2009,60,912,"19,214",481,"20,667","19,448",158,"19,606","40,273"
HUF,2010,26,890,"23,527",611,"25,054","32,368",362,"32,730","57,784"
HUF,2011,26,783,"17,712",603,"19,124","21,061",466,"21,527","40,651"
HUF,2012,22,799,"14,542",689,"16,052","19,223",373,"19,596","35,648"
HUF,2013,91,698,"15,717",576,"17,082","20,377",411,"20,788","37,870"
HUF,2014,25,783,"20,496",639,"21,943","26,346",508,"26,854","48,797"
HUF,2015,31,651,"25,031",718,"26,431","38,290",562,"38,852","65,283"
Sub-Total for HUF,,916,"10,828","279,407","19,526","310,677","349,184","11,886","361,070","671,747"
HUM,2004,0,"45,316","19,195",673,"65,184","9,269",484,"9,753","74,937"
HUM,2005,0,"58,456","21,575","1,069","81,100","14,278",100,"14,378","95,478"
HUM,2006,112,"68,470","22,404",437,"91,423","25,169",239,"25,408","116,831"
HUM,2007,0,"60,801","21,676",234,"82,711","15,447",132,"15,579","98,290"
HUM,2008,329,"61,752","22,914","1,004","85,999","18,625",186,"18,811","104,810"
HUM,2009,0,"50,189","20,032",278,"70,499","18,030",140,"18,170","88,669"
HUM,2010,233,"57,001","19,139",634,"77,007","6,481",2,"6,483","83,490"
HUM,2011,0,"51,599","15,692",246,"67,537","5,027",27,"5,054","72,591"
HUM,2012,121,"53,611","14,307",200,"68,239","3,683",24,"3,707","71,946"
HUM,2013,0,"57,384","14,220",94,"71,698","3,360",14,"3,374","75,072"
HUM,2014,253,"67,595","14,900",226,"82,974","3,989",48,"4,037","87,011"
HUM,2015,145,"59,126","14,055",114,"73,440","3,580",30,"3,610","77,050"
Sub-Total for HUM,,"1,193","691,300","220,109","5,209","917,811","126,938","1,426","128,364","1,046,175"
HUT,2004,10,"1,445","23,183","2,619","27,257","22,371","5,082","27,453","54,710"
HUT,2005,0,906,"24,443","1,409","26,758","20,974","2,973","23,947","50,705"
HUT,2006,0,"2,776","23,707","1,212","27,695","25,596","2,816","28,412","56,107"
HUT,2007,0,"2,725","18,669","1,168","22,562","26,819","2,450","29,269","51,831"
HUT,2008,2,"2,535","14,630","1,085","18,252","25,247","2,601","27,848","46,100"
HUT,2009,0,"1,353","11,352","1,135","13,840","23,583","1,565","25,148","38,988"
HUT,2010,2,"1,883","11,966","1,444","15,295","20,406","1,846","22,252","37,547"
HUT,2011,0,"1,484","12,145","1,482","15,111","19,624","1,665","21,289","36,400"
HUT,2012,0,"1,849","12,346","2,030","16,225","18,640","1,772","20,412","36,637"
HUT,2013,0,"2,230","11,677","1,039","14,946","19,279","1,316","20,595","35,541"
HUT,2014,0,"2,262","11,662","1,650","15,574","18,699","1,489","20,188","35,762"
HUT,2015,1,"1,924","10,302","2,354","14,581","16,752","3,111","19,863","34,444"
Sub-Total for HUT,,15,"23,372","186,082","18,627","228,096","257,990","28,686","286,676","514,772"
HVN,2004,2,"4,499","22,752",192,"27,445","36,129",800,"36,929","64,374"
HVN,2005,0,"6,137","22,653",244,"29,034","38,240",819,"39,059","68,093"
HVN,2006,0,"4,639","24,172",706,"29,517","27,706",383,"28,089","57,606"
HVN,2007,0,"4,483","24,374",647,"29,504","23,048",137,"23,185","52,689"
HVN,2008,0,"3,905","20,268",155,"24,328","22,648",49,"22,697","47,025"
HVN,2009,2,"3,094","18,229",140,"21,465","19,493",346,"19,839","41,304"
HVN,2010,1,"3,200","17,831",265,"21,297","14,053",116,"14,169","35,466"
HVN,2011,9,"3,358","17,614",229,"21,210","16,305",81,"16,386","37,596"
HVN,2012,1,"3,935","17,477",120,"21,533","17,298",296,"17,594","39,127"
HVN,2013,0,"4,094","14,248",203,"18,545","14,546",220,"14,766","33,311"
HVN,2014,12,"4,783","12,848",255,"17,898","13,425",274,"13,699","31,597"
HVN,2015,0,"6,316","12,728",409,"19,453","14,983",276,"15,259","34,712"
Sub-Total for HVN,,27,"52,443","225,194","3,565","281,229","257,874","3,797","261,671","542,900"
HWD,2004,0,"1,200","66,475",113,"67,788","67,681",71,"67,752","135,540"
HWD,2005,0,"1,247","61,689",59,"62,995","62,004",58,"62,062","125,057"
HWD,2006,0,"1,939","61,529",383,"63,851","65,900",189,"66,089","129,940"
HWD,2007,0,"2,394","64,447",20,"66,861","77,435",43,"77,478","144,339"
HWD,2008,355,"2,036","61,587",27,"64,005","86,430",0,"86,430","150,435"
HWD,2009,117,"1,631","52,661",21,"54,430","54,746",1,"54,747","109,177"
HWD,2010,0,"1,634","41,232",43,"42,909","41,970",17,"41,987","84,896"
HWD,2011,27,"1,699","42,741",491,"44,958","44,516",313,"44,829","89,787"
HWD,2012,9,"2,070","42,119","1,152","45,350","37,915",5,"37,920","83,270"
HWD,2013,8,"3,554","47,244","1,084","51,890","48,420",8,"48,428","100,318"
HWD,2014,6,"3,199","44,610","1,180","48,995","63,695",36,"63,731","112,726"
HWD,2015,25,"1,927","49,683",473,"52,108","67,874",0,"67,874","119,982"
Sub-Total for HWD,,547,"24,530","636,017","5,046","666,140","718,586",741,"719,327","1,385,467"
HWO,2004,0,19,"55,441",62,"55,522","84,770",68,"84,838","140,360"
HWO,2005,1,6,"51,261",19,"51,287","86,358",22,"86,380","137,667"
HWO,2006,0,4,"57,580",24,"57,608","106,549",221,"106,770","164,378"
HWO,2007,0,0,"61,442",66,"61,508","120,608",74,"120,682","182,190"
HWO,2008,1,5,"59,931",56,"59,993","109,946",138,"110,084","170,077"
HWO,2009,0,50,"57,173",336,"57,559","104,536",790,"105,326","162,885"
HWO,2010,4,92,"47,880",49,"48,025","72,029",268,"72,297","120,322"
HWO,2011,7,457,"50,170",51,"50,685","85,037",382,"85,419","136,104"
HWO,2012,0,93,"47,711",10,"47,814","79,801",33,"79,834","127,648"
HWO,2013,1,224,"50,126",33,"50,384","91,949",66,"92,015","142,399"
